PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Survived
31,-1.5661069258891576,0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,29,-0.09027201697708476,1,0
32,-1.5661069258891576,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,30,2.301728820789,1,1
33,0.8273772438659699,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,31,-0.49237782784290063,2,1
34,-0.3693648410115938,0,2.8156566450619374,-0.47454519624983954,-0.4736736092984604,32,-0.43700743807979686,0,0
35,-1.5661069258891576,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,33,1.0060617003323709,1,0
36,-1.5661069258891576,0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,34,0.39858208016340624,0,0
37,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,35,-0.5028639729296732,1,1
38,0.8273772438659699,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,36,-0.4863374216869257,0,0
39,0.8273772438659699,1,-0.8731358343600393,1.340131927606843,-0.4736736092984604,37,-0.2859972841804228,0,0
40,0.8273772438659699,1,-1.180535207645204,0.4327933656785018,-0.4736736092984604,38,-0.42207354059350805,1,1
41,0.8273772438659699,1,0.8175607187083667,0.4327933656785018,-0.4736736092984604,39,-0.4576454924460446,0,0
42,-0.3693648410115938,1,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,40,-0.22559322262067316,0,0
43,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,41,-0.4894421904510968,1,0
44,-0.3693648410115938,1,-2.025883484179407,0.4327933656785018,2.0089333664952354,42,0.18876253192945994,1,1
45,0.8273772438659699,1,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,43,-0.48977642625839407,2,1
46,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,44,-0.4863374216869257,0,0
47,0.8273772438659699,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,45,-0.3363340021468808,2,0
48,0.8273772438659699,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,46,-0.49237782784290063,2,1
49,0.8273772438659699,0,-0.10463740114712752,1.340131927606843,-0.4736736092984604,47,-0.21191774308354583,1,0
50,0.8273772438659699,1,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,48,-0.29002422161773944,0,0
51,0.8273772438659699,0,-1.7184841108942424,3.1548090514635256,0.7676298785983874,49,0.1506737441786005,0,0
52,0.8273772438659699,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,50,-0.4913710934835715,0,0
53,-1.5661069258891576,1,1.5092093085999871,0.4327933656785018,-0.4736736092984604,51,0.8964967865378598,1,1
54,-0.3693648410115938,1,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,52,-0.12491978668775715,0,1
55,-1.5661069258891576,0,2.738806801740646,-0.47454519624983954,0.7676298785983874,53,0.5995101505357573,1,0
56,-1.5661069258891576,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,54,0.06635974158478332,0,1
57,-0.3693648410115938,1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,55,-0.43700743807979686,0,1
58,0.8273772438659699,0,-0.06621247948648194,-0.47454519624983954,-0.4736736092984604,56,-0.5028639729296732,1,0
59,-0.3693648410115938,1,-1.8721837975368247,0.4327933656785018,2.0089333664952354,57,-0.08968408411123653,0,1
60,0.8273772438659699,0,-1.4110847376090776,4.0621476133918675,2.0089333664952354,58,0.2958951755118318,0,0
61,0.8273772438659699,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,59,-0.5028639729296732,1,0
62,-1.5661069258891576,1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,60,0.962353321387736,3,1
63,-1.5661069258891576,0,1.2018099353148226,0.4327933656785018,-0.4736736092984604,61,1.0323213593611125,0,0
64,0.8273772438659699,0,-1.949033640858116,2.2474704895351842,2.0089333664952354,62,-0.08666388103324908,0,0
65,-1.5661069258891576,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,63,-0.09027201697708476,1,0
66,0.8273772438659699,0,-0.10463740114712752,0.4327933656785018,0.7676298785983874,64,-0.3414522396297103,1,1
67,-0.3693648410115938,1,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,65,-0.43700743807979686,0,1
68,0.8273772438659699,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,66,-0.4841568350646187,0,0
69,0.8273772438659699,1,-0.9499856776813305,3.1548090514635256,2.0089333664952354,67,-0.4888542575852486,0,1
70,0.8273772438659699,0,-0.2583370877897099,1.340131927606843,-0.4736736092984604,68,-0.47400492578514347,0,0
71,-0.3693648410115938,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,69,-0.43700743807979686,0,0
72,0.8273772438659699,1,-1.0268355210026217,4.0621476133918675,2.0089333664952354,58,0.2958951755118318,0,0
73,-0.3693648410115938,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,70,0.8314778546749452,0,0
74,0.8273772438659699,0,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,71,-0.3573908580066095,1,0
75,0.8273772438659699,0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,72,0.48910360681684706,0,1
76,0.8273772438659699,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,73,-0.494391296561559,0,0
77,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,74,-0.4894421904510968,0,0
78,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,75,-0.4863374216869257,0,0
79,-0.3693648410115938,0,-2.192647644186609,-0.47454519624983954,2.0089333664952354,76,-0.06451572512800753,0,1
80,0.8273772438659699,1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,77,-0.397241430886295,0,1
81,0.8273772438659699,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,78,-0.46720946885967163,0,0
82,0.8273772438659699,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,79,-0.45714212526638004,0,1
83,0.8273772438659699,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,80,-0.49162277707340374,2,1
84,-1.5661069258891576,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,81,0.29992211294914856,0,0
85,-0.3693648410115938,1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,82,-0.43700743807979686,0,1
86,0.8273772438659699,1,0.27961181545932834,2.2474704895351842,-0.4736736092984604,83,-0.32928686163157667,0,1
87,0.8273772438659699,0,-1.0268355210026217,0.4327933656785018,3.250236854392083,84,0.04370821849987721,0,0
88,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,85,-0.4863374216869257,0,0
89,-1.5661069258891576,1,-0.48888661775358344,2.2474704895351842,2.0089333664952354,26,4.647001076532463,0,1
90,0.8273772438659699,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,86,-0.4863374216869257,0,0
91,0.8273772438659699,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,87,-0.4863374216869257,0,0
92,0.8273772438659699,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,88,-0.4902797934380587,0,0
93,-1.5661069258891576,0,1.2786597786361138,0.4327933656785018,-0.4736736092984604,89,0.5833178351003071,0,0
94,0.8273772438659699,0,-0.2583370877897099,0.4327933656785018,2.0089333664952354,90,-0.23415046467497105,0,0
95,0.8273772438659699,0,2.277707741812899,-0.47454519624983954,-0.4736736092984604,91,-0.5024451714361923,0,0
96,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,92,-0.4863374216869257,0,0
97,-1.5661069258891576,0,3.1999058616683933,-0.47454519624983954,-0.4736736092984604,93,0.0493298231623713,1,0
98,-1.5661069258891576,0,-0.48888661775358344,-0.47454519624983954,0.7676298785983874,94,0.6272778976347743,1,1
99,-0.3693648410115938,1,0.35646165878061953,-0.47454519624983954,0.7676298785983874,95,-0.18532384824750675,0,1
100,-0.3693648410115938,0,0.35646165878061953,0.4327933656785018,-0.4736736092984604,96,-0.12491978668775715,0,0
101,0.8273772438659699,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,97,-0.4894421904510968,0,0
102,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,98,-0.4894421904510968,0,0
103,-1.5661069258891576,0,-0.6425863043961658,-0.47454519624983954,0.7676298785983874,99,0.907737982394129,0,0
104,0.8273772438659699,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,100,-0.4741720436887921,0,0
105,0.8273772438659699,0,0.5870111887444931,1.340131927606843,-0.4736736092984604,101,-0.4888542575852486,0,0
106,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,102,-0.4894421904510968,0,0
107,0.8273772438659699,1,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,103,-0.494391296561559,0,1
108,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,104,-0.4918744606632361,0,1
109,0.8273772438659699,0,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,105,-0.4894421904510968,0,0
110,0.8273772438659699,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,106,-0.1621689579829361,2,1
111,-1.5661069258891576,0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,107,0.39858208016340624,0,0
112,0.8273772438659699,1,-1.1421102859845584,0.4327933656785018,-0.4736736092984604,108,-0.3573908580066095,1,0
113,0.8273772438659699,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,109,-0.4863374216869257,0,0
114,0.8273772438659699,1,-0.719436147717457,0.4327933656785018,-0.4736736092984604,110,-0.4505983519307405,0,0
115,0.8273772438659699,1,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,111,-0.3573083057891445,1,0
116,0.8273772438659699,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,112,-0.4888542575852486,0,0
117,0.8273772438659699,0,3.1614809400077477,-0.47454519624983954,-0.4736736092984604,113,-0.49237782784290063,2,0
118,-0.3693648410115938,0,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,40,-0.22559322262067316,0,0
119,-1.5661069258891576,0,-0.41203677443229225,-0.47454519624983954,0.7676298785983874,114,4.335332226633905,1,0
120,0.8273772438659699,1,-2.1027333275006983,3.1548090514635256,2.0089333664952354,13,-0.01870931177853076,0,0
121,-0.3693648410115938,0,-0.6425863043961658,1.340131927606843,-0.4736736092984604,70,0.8314778546749452,0,0
122,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,115,-0.4863374216869257,0,0
123,-0.3693648410115938,0,0.24118689379868277,0.4327933656785018,-0.4736736092984604,9,-0.04295550208861426,1,0
124,-0.3693648410115938,1,0.24118689379868277,-0.47454519624983954,-0.4736736092984604,116,-0.3866707201133388,0,1
125,-1.5661069258891576,0,1.893458525206443,-0.47454519624983954,0.7676298785983874,99,0.907737982394129,0,0
126,0.8273772438659699,0,-1.3342348942877864,0.4327933656785018,-0.4736736092984604,38,-0.42207354059350805,1,1
127,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,117,-0.49237782784290063,2,0
128,0.8273772438659699,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,118,-0.5046257580584992,0,1
129,0.8273772438659699,1,-0.10463740114712752,0.4327933656785018,0.7676298785983874,119,-0.19824427701513722,1,1
130,0.8273772438659699,0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,120,-0.5079822104125026,0,0
131,0.8273772438659699,0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,121,-0.4894421904510968,1,0
132,0.8273772438659699,0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,122,-0.5064721088735089,0,0
133,0.8273772438659699,1,1.3555096219574048,0.4327933656785018,-0.4736736092984604,123,-0.35646868933346404,0,0
134,-0.3693648410115938,1,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,124,-0.12491978668775715,0,1
135,-0.3693648410115938,0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,125,-0.3866707201133388,0,0
136,-0.3693648410115938,0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,126,-0.3454791770670269,1,0
137,-1.5661069258891576,1,-0.7962859910387481,-0.47454519624983954,2.0089333664952354,127,-0.11921562980779811,0,1
138,-1.5661069258891576,0,0.5870111887444931,0.4327933656785018,-0.4736736092984604,3,0.4207302360686478,0,0
139,0.8273772438659699,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,128,-0.4628462821463391,0,0
140,-1.5661069258891576,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,129,0.9462455716384695,1,0
141,0.8273772438659699,1,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,130,-0.3414522396297103,1,0
142,0.8273772438659699,1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,131,-0.49237782784290063,0,1
143,0.8273772438659699,1,-0.41203677443229225,0.4327933656785018,-0.4736736092984604,132,-0.32928686163157667,0,1
144,0.8273772438659699,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,133,-0.5125125150294839,2,0
145,-0.3693648410115938,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,134,-0.41687275089321363,0,0
146,-0.3693648410115938,0,-0.7962859910387481,0.4327933656785018,0.7676298785983874,135,0.09152810056801232,0,0
147,0.8273772438659699,0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,136,-0.49145565916975514,0,1
148,0.8273772438659699,1,-1.56478442425166,1.340131927606843,2.0089333664952354,84,0.04370821849987721,0,0
149,-0.3693648410115938,0,0.5485862670838475,-0.47454519624983954,2.0089333664952354,137,-0.12491978668775715,0,0
150,-0.3693648410115938,0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,138,-0.3866707201133388,0,0
151,-0.3693648410115938,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,139,-0.39623469652696586,0,0
152,-1.5661069258891576,1,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,140,0.6925485130875209,0,1
153,0.8273772438659699,0,2.00873329018838,-0.47454519624983954,-0.4736736092984604,141,-0.4863374216869257,0,0
154,0.8273772438659699,0,0.8559856403690123,-0.47454519624983954,2.0089333664952354,142,-0.35646868933346404,0,0
155,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,143,-0.5011867534870308,0,0
156,-1.5661069258891576,0,1.6629089952425695,-0.47454519624983954,0.7676298785983874,144,0.5874293382238074,1,0
157,0.8273772438659699,1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,145,-0.49271407711891657,2,1
158,0.8273772438659699,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,146,-0.4863374216869257,0,0
159,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,147,-0.47400492578514347,0,0
160,0.8273772438659699,0,-0.10463740114712752,6.784163299176891,2.0089333664952354,148,0.7519458402879414,0,0
161,0.8273772438659699,0,1.1249600919935314,-0.47454519624983954,0.7676298785983874,149,-0.32425318983493084,0,0
162,-0.3693648410115938,1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,150,-0.331300330350235,0,1
163,0.8273772438659699,0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,151,-0.4918744606632361,0,0
164,0.8273772438659699,0,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,152,-0.47400492578514347,0,0
165,0.8273772438659699,0,-2.1795831708219895,3.1548090514635256,0.7676298785983874,49,0.1506737441786005,0,0
166,0.8273772438659699,0,-1.56478442425166,-0.47454519624983954,2.0089333664952354,153,-0.2351571990343002,0,1
167,-1.5661069258891576,1,-0.10463740114712752,-0.47454519624983954,0.7676298785983874,154,0.4589861417231558,0,1
168,0.8273772438659699,1,1.2018099353148226,0.4327933656785018,4.491540342288931,62,-0.08666388103324908,0,0
169,-1.5661069258891576,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,155,-0.12642988822675086,0,0
170,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,72,0.48910360681684706,0,0
171,-1.5661069258891576,0,2.4314074284554814,-0.47454519624983954,-0.4736736092984604,156,0.026090367211616904,0,0
172,0.8273772438659699,0,-1.949033640858116,3.1548090514635256,0.7676298785983874,16,-0.06199888922968463,2,0
173,0.8273772438659699,1,-2.1795831708219895,0.4327933656785018,0.7676298785983874,8,-0.4242561406845337,0,1
174,0.8273772438659699,0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,157,-0.4888542575852486,0,0
175,-1.5661069258891576,0,2.0471582118490255,-0.47454519624983954,-0.4736736092984604,158,-0.030371322596999754,1,0
176,0.8273772438659699,0,-0.8731358343600393,0.4327933656785018,0.7676298785983874,159,-0.4902797934380587,0,0
177,0.8273772438659699,0,-0.10463740114712752,2.2474704895351842,0.7676298785983874,160,-0.13565761536436197,0,0
178,-1.5661069258891576,1,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,161,-0.07030444769415023,1,0
179,-0.3693648410115938,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,162,-0.3866707201133388,0,0
180,0.8273772438659699,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,163,-0.6484216535389205,0,0
181,0.8273772438659699,1,-0.10463740114712752,6.784163299176891,2.0089333664952354,148,0.7519458402879414,0,0
182,-0.3693648410115938,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,164,-0.34539461138084326,1,0
183,0.8273772438659699,0,-1.56478442425166,3.1548090514635256,2.0089333664952354,24,-0.016444159470040135,0,0
184,-0.3693648410115938,0,-2.1795831708219895,1.340131927606843,0.7676298785983874,165,0.13683114673782454,0,1
185,0.8273772438659699,1,-1.949033640858116,-0.47454519624983954,2.0089333664952354,166,-0.20495516825442542,0,1
186,-1.5661069258891576,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,167,0.3583127057902398,0,0
187,0.8273772438659699,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,168,-0.3363340021468808,2,1
188,-1.5661069258891576,0,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,169,-0.11384570873513637,0,1
189,0.8273772438659699,0,0.8175607187083667,0.4327933656785018,0.7676298785983874,170,-0.3363340021468808,2,0
190,0.8273772438659699,0,0.5101613454232019,-0.47454519624983954,-0.4736736092984604,171,-0.4894421904510968,0,0
191,-0.3693648410115938,1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,172,-0.3866707201133388,0,1
192,-0.3693648410115938,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,173,-0.3866707201133388,0,0
193,0.8273772438659699,1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,174,-0.4902797934380587,0,1
194,-0.3693648410115938,0,-2.025883484179407,0.4327933656785018,0.7676298785983874,137,-0.12491978668775715,0,1
195,-1.5661069258891576,1,1.1249600919935314,-0.47454519624983954,-0.4736736092984604,175,-0.09027201697708476,1,1
196,-1.5661069258891576,1,2.200857898491608,-0.47454519624983954,-0.4736736092984604,30,2.301728820789,1,1
197,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,176,-0.49237782784290063,2,0
198,0.8273772438659699,0,0.9712604053509489,-0.47454519624983954,0.7676298785983874,177,-0.47920571548543794,0,0
199,0.8273772438659699,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,178,-0.49237782784290063,2,1
200,-0.3693648410115938,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,179,-0.3866707201133388,0,0
201,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,180,-0.45714212526638004,0,0
202,0.8273772438659699,0,-0.10463740114712752,6.784163299176891,2.0089333664952354,148,0.7519458402879414,0,0
203,0.8273772438659699,0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,181,-0.5176307525123133,0,0
204,0.8273772438659699,0,1.2402348569754682,-0.47454519624983954,-0.4736736092984604,182,-0.5029485386158568,1,0
205,0.8273772438659699,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,183,-0.4863374216869257,0,1
206,0.8273772438659699,1,-2.1027333275006983,-0.47454519624983954,0.7676298785983874,184,-0.43776248884929375,0,0
207,0.8273772438659699,0,0.20276197213803718,0.4327933656785018,-0.4736736092984604,83,-0.32928686163157667,0,0
208,0.8273772438659699,0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,185,-0.2701412180209885,1,1
209,0.8273772438659699,1,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,186,-0.49237782784290063,2,1
210,-1.5661069258891576,0,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,187,-0.024246350754841113,1,1
211,0.8273772438659699,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,188,-0.5064721088735089,0,0
212,-0.3693648410115938,1,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,189,-0.22559322262067316,0,1
213,0.8273772438659699,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,190,-0.5024451714361923,0,0
214,-0.3693648410115938,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,191,-0.3866707201133388,0,0
215,0.8273772438659699,0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,192,-0.49237782784290063,2,0
216,-1.5661069258891576,1,0.12591212881674602,0.4327933656785018,-0.4736736092984604,193,1.6323350375212924,1,1
217,0.8273772438659699,1,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,194,-0.4888542575852486,0,1
218,-0.3693648410115938,0,0.9712604053509489,0.4327933656785018,-0.4736736092984604,195,-0.10478509950117394,0,0
219,-1.5661069258891576,1,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,196,0.8876878608937296,1,1
220,-0.3693648410115938,0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,197,-0.43700743807979686,0,0
221,0.8273772438659699,0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,198,-0.4863374216869257,0,1
222,-0.3693648410115938,0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,199,-0.3866707201133388,0,0
223,0.8273772438659699,0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,200,-0.4863374216869257,0,0
224,0.8273772438659699,0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,201,-0.4894421904510968,0,0
225,-1.5661069258891576,0,0.6638610320657843,0.4327933656785018,-0.4736736092984604,202,1.163700193253568,0,1
226,0.8273772438659699,0,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,203,-0.4601623283443675,0,0
227,-0.3693648410115938,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,204,-0.43700743807979686,0,1
228,0.8273772438659699,0,-0.6810112260568114,-0.47454519624983954,-0.4736736092984604,205,-0.5024451714361923,0,0
229,-0.3693648410115938,0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,206,-0.3866707201133388,0,0
230,0.8273772438659699,1,-0.10463740114712752,2.2474704895351842,0.7676298785983874,160,-0.13565761536436197,0,0
231,-1.5661069258891576,1,0.4333115021019107,0.4327933656785018,-0.4736736092984604,61,1.0323213593611125,0,1
232,0.8273772438659699,0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,207,-0.4918744606632361,0,0
233,-0.3693648410115938,0,2.277707741812899,-0.47454519624983954,-0.4736736092984604,208,-0.3766033765200472,0,0
234,0.8273772438659699,1,-1.8721837975368247,3.1548090514635256,2.0089333664952354,24,-0.016444159470040135,0,1
235,-0.3693648410115938,0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,209,-0.43700743807979686,0,0
236,0.8273772438659699,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,210,-0.49640476528021726,0,0
237,-0.3693648410115938,0,1.1249600919935314,0.4327933656785018,-0.4736736092984604,211,-0.12491978668775715,0,0
238,-0.3693648410115938,1,-1.6416342675729512,-0.47454519624983954,2.0089333664952354,212,-0.11988611489111134,0,1
239,-0.3693648410115938,0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,213,-0.43700743807979686,0,0
